bldg,final_harvest_recovery,harvest_cycle,prediction_day,average_temperature,average_temperature_lag1,average_temperature_lag2,average_temperature_trend,max_temperature,max_temperature_trend,min_temperature_trend,temperature_range,max_thi_cycle,max_thi_day,target_temperature,target_temperature_max,target_temperature_min,temperature_abs_error,temperature_gap,temperature_volatility,temperature_within_target,thi_stress_days,average_humidity,average_humidity_trend,humidity_range,max_humidity,max_humidity_trend,min_humidity,min_humidity_trend,high_humidity_days,high_humidity_flag_cycle,high_humidity_flag_day,humidity_abs_error,humidity_gap,humidity_volatility,humidity_within_target,low_humidity_days,low_humidity_flag_cycle,low_humidity_flag_day,percent_high_humidity_days,percent_low_humidity_days,target_humidity,target_humidity_max,target_humidity_min,feed_cumulative_g_per_bird,feed_daily_g_per_bird,feed_daily_g_per_bird_ratio_lag1,feed_daily_g_per_bird_ratio_lag2,feed_daily_g_per_bird_ratio_lag3,feed_deficit_days,feed_deficit_flag,feed_efficiency_score,feed_gap_cumulative,feed_gap_daily,feed_percent_target_cumulative,feed_percent_target_daily,feed_surplus_days,feed_surplus_flag,feed_volatility_score,feedconsumption_bags_1000,target_feed_cumulative,target_feed_daily,average_daily_mortality_ratio_to_normal_target,cumulative_allowable_mortality_normal,cumulative_mortality_difference_from_normal_target,daily_allowable_mortality,daily_mortality_difference_from_normal_target,daily_mortality_ratio_to_normal_target,early_mortality_concentration,early_mortality_concentration_day1_7,five_day_mortality_concern,high_mortality_days,high_mortality_severity,max_consecutive_high_mortality_days,mortality_dailypercent,mortality_dailypercent_ratio_lag1,mortality_dailypercent_ratio_lag2,mortality_dailypercent_ratio_lag3,mortality_percent_cum,percent_high_mortality_days,bodyweight_at_day7,bodyweight_deficit_g_interpolated,bodyweight_deficit_percent_of_target,bodyweight_g,bodyweight_g_is_extrapolated_fallback,bodyweight_g_is_interpolated,bodyweight_g_lag1,bodyweight_g_lag2,bodyweight_percent_target,day14_to_21_growth_rate,day_7_bodyweight_lower_than_mean,target_weight_interpolated,average_thi,cold_stress_days,cold_stress_flag_cycle,cold_stress_flag_day,compounding_stress_days,critical_days,current_population,current_recoverable_ratio,heat_stress_days,heat_stress_flag_cycle,heat_stress_flag_day,interpolated_daily_weight_gain_g,is_tags,percent_cold_stress_days,percent_heat_stress_days,population_loss_percent,projected_day35_weight_from_day14_21_slope,projected_day35_weight_from_trajectory,resting_days,sqft_per_bird,warning_days,bodyweight_at_day_35
Tags 3,0.897794117647059,2025-2,1,28.15472074468085,28.15472074468085,28.15472074468085,0.0,32.6,0.0,0.0,7.100000000000001,27.67854880516591,27.67854880516591,30.0,32.0,28.0,1.8452792553191488,-1.8452792553191488,0.0,1,0,77.42010416666665,0.0,22.5,86.8,0.0,64.3,0.0,1,1,1,17.420104166666647,17.420104166666647,0.0,0,0,0,0,1.0,0.0,60.0,70.0,60.0,14.749262536873156,14.749262536873156,3.0,3.0,3.0,0,0,147.49262536873155,4.749262536873156,4.749262536873156,147.49262536873155,147.49262536873155,1,1,0.0,0.2941176471,10.0,10.0,2.9411764705882355,6.8,13.2,6.8,13.2,2.9411764705882355,2.55,4.9,0,1,1.9411764705882355,1,0.2941176471,3.0,3.0,3.0,0.2941176471,1.0,106.75,0.0,0.0,64.0,True,False,669.9717991631799,637.6489644351465,100.0,39.36357142857144,0,64.0,27.67854880516591,0,0,0,0,0,6780,0.997058823529412,0,0,0,11.0,1,0.0,0.0,0.0029411764705882,1069.3950000000002,1789.0,29.5,1.0619469026548674,1,1544.0
Tags 3,0.897794117647059,2025-2,2,28.15472074468085,28.15472074468085,28.15472074468085,-6.783381100595097e-15,32.6,-6.772789795300852e-15,-4.066460168369259e-15,7.100000000000001,27.67854880516591,27.67854880516591,30.0,32.0,28.0,1.8452792553191488,-1.8452792553191488,0.0,1,0,77.42010416666665,-1.1658284442341368e-14,22.5,86.8,-1.7209744916952118e-14,64.3,-2.2316770830227838e-14,2,1,1,17.420104166666647,17.420104166666647,0.0,0,0,0,0,1.0,0.0,60.0,70.0,60.0,36.94945314809341,22.169671888856044,1.50310375406444,3.0,3.0,0,0,117.00660163562912,6.949453148093411,2.169671888856044,123.16484382697804,110.84835944428022,2,1,1.0584654862337204,0.7352941176,30.0,20.0,2.5,13.6,20.4,6.8,7.2,2.058823529411765,1.5,2.8823529411764706,0,2,1.9411764705882355,2,0.2058823529,0.699999999762,3.0,3.0,0.5,1.0,106.75,0.0,0.0,77.0,True,False,64.0,637.6489644351465,100.0,39.36357142857144,0,77.0,27.67854880516591,0,0,0,0,0,6766,0.995,0,0,0,13.0,1,0.0,0.0,0.005,1069.3950000000002,1789.0,29.5,1.0641442506650902,2,1544.0
Tags 3,0.897794117647059,2025-2,3,28.154720744680855,28.15472074468085,28.15472074468085,-1.2895420286198467e-15,32.6,2.30148056710964e-15,2.3936246954295856e-15,7.100000000000001,27.67854880516591,27.67854880516591,30.0,32.0,28.0,1.8452792553191488,-1.8452792553191488,4.351167857633658e-15,1,0,77.42010416666665,1.136476922109094e-14,22.5,86.8,1.802190973325158e-15,64.3,-3.3130325148630877e-15,3,1,1,17.420104166666647,17.420104166666647,0.0,0,0,0,0,1.0,0.0,60.0,70.0,60.0,59.2680397095866,22.225514891094974,1.0025188916876575,1.5068899096162396,3.0,0,0,114.83182693732404,9.268039709586605,2.225514891094978,118.5360794191732,111.1275744554749,3,1,1.0393278560044996,1.176470588,50.0,20.0,2.5,20.4,30.599999999999998,6.8,10.2,2.5,1.0,1.9215686274509804,0,3,1.9411764705882355,3,0.25,1.2142857145285717,0.8499999998810001,3.0,0.75,1.0,106.75,0.0,0.0,91.0,True,False,77.0,64.0,100.0,39.36357142857144,0,91.0,27.678548805165907,0,0,0,0,0,6749,0.9925,0,0,0,14.0,1,0.0,0.0,0.0075,1069.3950000000002,1789.0,29.5,1.066824714772559,3,1544.0
Tags 3,0.897794117647059,2025-2,4,28.15472074468085,28.15472074468085,28.15472074468085,-4.860576503336004e-15,32.6,-2.22671580167811e-15,-3.4693771706650844e-15,7.100000000000001,27.67854880516591,27.67854880516591,30.0,32.0,28.0,1.8452792553191488,-1.8452792553191488,0.0,1,0,77.42010416666665,-1.0656246691081632e-14,22.5,86.8,-1.1688067064152732e-14,64.3,-8.691606854378891e-15,4,1,1,17.420104166666647,17.420104166666647,0.0,0,0,0,0,1.0,0.0,60.0,70.0,60.0,89.0604126465786,29.6868042155262,1.335708277670575,1.339072782148335,2.0127653258126763,0,0,118.7472168621048,14.060412646578598,4.686804215526198,118.7472168621048,118.7472168621048,4,1,0.8845958447724637,1.764705882,75.0,25.0,2.3161764705882355,27.2,35.8,6.8,5.2,1.7647058823529411,0.8095238095238095,1.5555555555555556,0,4,1.9411764705882355,4,0.1764705882,0.7058823528,0.8571428571428571,0.599999999796,0.9264705882,1.0,106.75,0.0,0.0,107.0,True,False,91.0,77.0,100.0,39.36357142857144,0,107.0,27.67854880516591,0,0,0,0,0,6737,0.990735294117647,0,0,0,16.0,1,0.0,0.0,0.0092647058823529,1069.3950000000002,1789.0,29.5,1.0687249517589432,3,1544.0
Tags 3,0.897794117647059,2025-2,5,28.15472074468085,28.15472074468085,28.15472074468085,-3.371434273386755e-15,32.6,-3.764398267022435e-15,-4.80122207299609e-16,7.100000000000001,27.67854880516591,27.67854880516591,28.0,30.0,26.0,0.1547207446808514,0.1547207446808514,0.0,1,0,77.42010416666665,-4.822292063407377e-15,22.5,86.8,-3.627382670784715e-15,64.3,-3.145486211302101e-15,5,1,1,17.420104166666647,17.420104166666647,0.0,0,0,0,0,1.0,0.0,60.0,70.0,60.0,118.90606420927467,29.72651605231867,1.0013376932223543,1.337495045580658,1.340864050733254,0,0,118.90606420927467,18.906064209274675,4.726516052318669,118.90606420927467,118.90606420927467,5,1,0.8291062351226556,2.352941176,100.0,25.0,2.11764705882353,34.0,38.0,6.8,2.2,1.3235294117647058,0.7083333333333334,1.3611111111111112,1,5,1.9411764705882355,5,0.1323529412,0.7500000002833332,0.5294117648,0.6428571431,1.058823529,1.0,106.75,0.0,0.0,125.0,True,False,107.0,91.0,100.0,39.36357142857144,0,125.0,27.67854880516591,0,0,0,0,0,6728,0.989411764705882,0,0,0,18.0,1,0.0,0.0,0.0105882352941176,1069.3950000000002,1789.0,29.5,1.070154577883472,3,1544.0
Tags 3,0.897794117647059,2025-2,6,28.154720744680848,28.15472074468085,28.15472074468085,-1.3488542533772615e-15,32.6,-3.003278291787231e-16,-6.929659921216828e-16,7.100000000000001,27.67854880516591,27.67854880516591,28.0,30.0,26.0,0.1547207446808514,0.1547207446808514,3.891802844472395e-15,1,0,77.42010416666665,-3.2804718226432046e-15,22.5,86.8,-5.226196707538049e-15,64.3,-1.2637676618891283e-15,6,1,1,17.420104166666647,17.420104166666647,0.0,0,0,0,0,1.0,0.0,60.0,70.0,60.0,148.85382554331647,29.77076510866329,1.0014885382554333,1.0028282226853231,1.3394859581224572,1,1,97.66071093847218,13.853825543316477,-5.229234891336706,110.26209299504924,85.05932888189513,5,0,0.7768679164533688,2.941176471,135.0,35.0,2.009803921568628,40.8,41.2,6.8,3.2,1.4705882352941178,0.6219512195121951,1.195121951219512,1,6,1.9411764705882355,6,0.1470588235,1.111111110691358,0.8333333333333333,0.588235294,1.205882353,1.0,106.75,0.0,0.0,145.0,True,False,125.0,107.0,100.0,39.36357142857144,0,145.0,27.678548805165914,0,0,0,0,0,6718,0.987941176470588,0,0,0,20.0,1,0.0,0.0,0.0120588235294117,1069.3950000000002,1789.0,29.5,1.0717475439118784,3,1544.0
Tags 3,0.897794117647059,2025-2,7,28.154720744680848,28.15472074468085,28.15472074468085,-3.895921039444663e-16,32.6,1.656277457553702e-15,1.2138620989631208e-15,7.100000000000001,27.67854880516591,27.67854880516591,28.0,30.0,26.0,0.1547207446808514,0.1547207446808514,3.837369354665453e-15,1,0,77.42010416666665,2.54453727244602e-15,22.5,86.8,2.9813600726655495e-15,64.3,-1.585001016368459e-15,7,1,1,17.420104166666647,17.420104166666647,0.0,0,0,0,0,1.0,0.0,60.0,70.0,60.0,186.51148910772903,37.30229782154581,1.2529841838257236,1.254849298716801,1.2565279021187703,1,0,108.14531721372524,16.511489107729034,2.3022978215458068,109.71264065160533,106.57799377584516,6,1,0.7140843121498744,3.676470588,170.0,35.0,2.058823529411765,47.599999999999994,50.400000000000006,6.8,9.2,2.3529411764705883,0.5204081632653061,1.0,1,7,1.9411764705882355,7,0.2352941176,1.6,1.777777777106173,1.3333333333333333,1.441176471,1.0,148.0,-19.0,-11.377245508982035,148.0,False,False,145.0,125.0,88.62275449101796,39.36357142857144,0,167.0,27.678548805165914,0,0,0,0,0,6702,0.985588235294118,0,0,0,22.0,1,0.0,0.0,0.0144117647058823,1069.3950000000002,1585.4610778443114,29.5,1.0743061772605194,4,1544.0
Tags 3,0.897794117647059,2025-2,8,28.15472074468085,28.15472074468085,28.15472074468085,2.560235073882277e-15,32.6,2.821334018596945e-15,1.5927353798953544e-15,7.100000000000001,27.67854880516591,27.67854880516591,28.0,30.0,26.0,0.1547207446808514,0.1547207446808514,0.0,1,0,77.42010416666665,6.1910039907492395e-15,22.5,86.8,3.730138838203249e-15,64.3,1.0375528248368055e-15,8,1,1,22.420104166666647,22.420104166666647,0.0,0,0,0,0,1.0,0.0,55.0,65.0,55.0,224.2822966507177,37.380382775119614,1.0020933014354063,1.2556070574162677,1.2574760765550237,2,1,88.35363201391908,4.282296650717711,-12.619617224880386,101.94649847759896,74.76076555023923,6,0,0.679198292617804,4.411764706,220.0,50.0,2.058823529411765,54.4,57.599999999999994,6.8,7.2,2.058823529411765,0.4553571428571428,0.875,1,8,1.9411764705882355,8,0.2058823529,0.8750000000000001,1.4,1.5555555549679014,1.647058824,1.0,148.0,-22.60262008733625,-11.772197962154296,169.39737991266375,False,True,148.0,145.0,88.2278020378457,39.36357142857144,0,192.0,27.67854880516591,0,0,0,0,0,6688,0.983529411764706,0,0,0,25.0,1,0.0,0.0,0.0164705882352941,1069.3950000000002,1578.3953784570597,29.5,1.076555023923445,5,1544.0
Tags 3,0.897794117647059,2025-2,9,28.15472074468085,28.15472074468085,28.15472074468085,1.0383261863092424e-15,32.6,1.926709849426818e-15,5.833989137158367e-16,7.100000000000001,27.67854880516591,27.67854880516591,25.0,28.0,23.0,3.1547207446808514,3.1547207446808514,0.0,0,0,77.42010416666665,2.9175697731988434e-15,22.5,86.8,-6.967445516541836e-16,64.3,2.4487606206954734e-15,9,1,1,22.420104166666647,22.420104166666647,0.0,0,0,0,0,1.0,0.0,55.0,65.0,55.0,261.9760479041916,37.4251497005988,1.0011976047904192,1.0032934131736526,1.2571107784431137,3,1,85.93923264581946,-8.023952095808397,-12.5748502994012,97.02816589044131,74.8502994011976,6,0,0.6482433022395014,5.147058824,270.0,50.0,1.9607843137254903,61.199999999999996,58.8,6.8,1.2000000000000002,1.1764705882352942,0.425,0.8166666666666667,1,9,1.9411764705882355,9,0.1176470588,0.5714285714285714,0.5,0.8,1.764705882,1.0,148.0,-26.637554585152827,-12.107979356887649,193.3624454148472,False,True,169.39737991266375,148.0,87.89202064311236,39.36357142857144,0,220.0,27.67854880516591,0,0,0,1,0,6680,0.98235294117647,1,1,1,28.0,1,0.0,0.1111111111111111,0.0176470588235294,1069.3950000000002,1572.3882493052802,29.5,1.0778443113772456,5,1544.0
Tags 3,0.897794117647059,2025-2,10,28.15472074468085,28.15472074468085,28.15472074468085,1.0489235393749254e-15,32.6,4.151382088140757e-16,-1.8871550300651993e-16,7.100000000000001,27.67854880516591,27.67854880516591,25.0,28.0,23.0,3.1547207446808514,3.1547207446808514,0.0,0,0,77.42010416666665,5.929324924733543e-15,22.5,86.8,3.621045517473897e-15,64.3,2.5895147748354023e-15,10,1,1,22.420104166666647,22.420104166666647,0.0,0,0,0,0,1.0,0.0,55.0,65.0,55.0,307.30025483435764,44.9707690001499,1.2016189476840051,1.2030580122920105,1.2055763753560185,4,1,84.03628550533062,-22.699745165642355,-15.0292309998501,93.12128934374472,74.9512816669165,6,0,0.6128373529607383,6.029411765,330.0,60.0,1.897058823529412,68.0,61.0,6.8,2.2,1.3235294117647058,0.3953488372093023,0.7596899224806202,1,10,1.9411764705882355,10,0.1323529412,1.125000000425,0.6428571431,0.5625000002125,1.897058824,1.0,148.0,-30.816593886462897,-12.376142123077468,218.1834061135371,False,True,193.3624454148472,169.39737991266375,87.62385787692253,39.36357142857144,0,249.0,27.67854880516591,0,0,0,2,0,6671,0.981029411764706,2,1,1,29.0,1,0.0,0.2,0.0189705882352941,1069.3950000000002,1567.590817418144,29.5,1.0792984560035976,5,1544.0
Tags 3,0.897794117647059,2025-2,11,28.154720744680848,28.15472074468085,28.15472074468085,1.302138512516356e-15,32.6,9.227997508175206e-16,9.90452133024727e-16,7.100000000000002,27.67854880516591,27.67854880516591,25.0,28.0,23.0,3.1547207446808514,3.1547207446808514,3.7261175413410954e-15,0,0,77.42010416666665,1.130364682040006e-15,22.5,86.8,-4.780300776693633e-15,64.3,2.5869885263541635e-15,11,1,1,22.420104166666647,22.420104166666647,0.0,0,0,0,0,1.0,0.0,55.0,65.0,55.0,352.85285285285283,45.04504504504504,1.0016516516516516,1.2036036036036035,1.2050450450450452,5,1,82.77508277508278,-37.147147147147166,-14.954954954954957,90.47509047509048,75.07507507507508,6,0,0.5897677995156374,6.911764706,390.0,60.0,1.8716577540106953,74.8,65.2,6.8,4.2,1.6176470588235294,0.3642857142857142,0.7,1,11,1.9411764705882355,11,0.1617647059,1.2222222221382717,1.375000000425,0.7857142859571428,2.058823529,1.0,148.0,-35.57205240174673,-12.614202979342812,246.42794759825327,False,True,218.1834061135371,193.3624454148472,87.38579702065718,39.36357142857144,0,282.0,27.678548805165914,0,0,0,3,0,6660,0.979411764705882,3,1,1,33.0,1,0.0,0.2727272727272727,0.0205882352941176,1069.3950000000002,1563.331908699557,29.5,1.0810810810810811,5,1544.0
Tags 3,0.897794117647059,2025-2,12,28.154720744680848,28.15472074468085,28.15472074468085,1.3229991297389886e-15,32.6,1.2743436555537021e-15,6.067178005271581e-16,7.100000000000001,27.67854880516591,27.67854880516591,25.0,28.0,23.0,3.1547207446808514,3.1547207446808514,3.710688416924011e-15,0,0,77.42010416666665,-2.675605527985585e-16,22.5,86.8,5.750770099106333e-16,64.3,2.500081457902131e-15,12,1,1,22.420104166666647,22.420104166666647,0.0,0,0,0,0,1.0,0.0,55.0,65.0,55.0,405.8929645219483,52.61575466025256,1.1680697534576068,1.1699989977951497,1.4058929645219482,6,1,81.70148239169652,-54.10703547805173,-17.384245339747444,88.23760098303224,75.1653638003608,6,0,0.56361634444466,7.941176471,460.0,70.0,1.8137254901960784,81.6,66.4,6.8,1.2000000000000002,1.1764705882352942,0.3445945945945945,0.6621621621621622,1,12,1.9411764705882355,12,0.1176470588,0.7272727270479339,0.8888888885530865,1.0,2.176470588,1.0,148.0,-40.61572052401743,-12.81253013375944,276.38427947598257,False,True,246.42794759825327,218.1834061135371,87.18746986624055,39.36357142857144,0,317.0,27.678548805165914,0,0,0,4,0,6652,0.978235294117647,4,1,1,35.0,1,0.0,0.3333333333333333,0.0217647058823529,1069.3950000000002,1559.7838359070436,29.5,1.0823812387251954,5,1544.0
Tags 3,0.897794117647059,2025-2,13,28.154720744680848,28.15472074468085,28.15472074468085,1.3814364750221513e-15,32.6,8.805487397987455e-16,6.915014398866306e-16,7.1000000000000005,27.67854880516591,27.67854880516591,25.0,28.0,23.0,3.1547207446808514,3.1547207446808514,3.697781635498623e-15,0,0,77.42010416666665,4.691331236161485e-16,22.5,86.8,1.1752006107247913e-15,64.3,3.7511504141718706e-16,13,1,1,22.420104166666647,22.420104166666647,0.0,0,0,0,0,1.0,0.0,55.0,65.0,55.0,459.1990364348088,52.69497139415839,1.0015055706112617,1.1698283649503165,1.171760513901435,7,1,75.45278642086832,-80.80096356519118,-27.305028605841613,85.03685859903867,65.86871424269798,6,0,0.5454936062962051,8.970588235,540.0,80.0,1.7873303167420813,88.39999999999999,69.60000000000001,6.8,3.2,1.4705882352941178,0.3227848101265823,0.620253164556962,1,13,1.9411764705882355,13,0.1470588235,1.25,0.9090909088099172,1.111111110691358,2.323529412,1.0,148.0,-46.09170305676855,-12.983578325850296,308.90829694323145,False,True,276.38427947598257,246.42794759825327,87.0164216741497,39.36357142857144,0,355.0,27.678548805165914,0,0,0,5,0,6642,0.976764705882353,5,1,1,38.0,1,0.0,0.38461538461538464,0.023235294117647,1069.3950000000002,1556.7237837505384,29.5,1.084010840108401,5,1544.0
Tags 3,0.897794117647059,2025-2,14,28.154720744680848,28.15472074468085,28.15472074468085,-1.1784087075527521e-15,32.6,-2.0809458693257514e-16,-5.592533086358858e-16,7.1000000000000005,27.67854880516591,27.67854880516591,25.0,28.0,23.0,3.1547207446808514,3.1547207446808514,3.6868252213847854e-15,0,0,77.42010416666665,-1.1536256484809611e-15,22.5,86.8,-3.163651978215829e-15,64.3,-3.2683870908612468e-15,14,1,1,22.420104166666647,22.420104166666647,0.0,0,0,0,0,1.0,0.0,55.0,65.0,55.0,512.5113053964426,52.75851673198674,1.001205908953874,1.0027132951462163,1.1712390714501055,8,1,69.98578750161506,-117.4886946035574,-37.24148326801326,81.3510008565782,58.620574146651926,6,0,0.5288918855907054,10.0,630.0,90.0,1.7436974789915964,95.19999999999999,70.80000000000001,6.8,1.2000000000000002,1.1764705882352942,0.3072289156626506,0.5903614457831325,1,14,1.9411764705882355,14,0.1176470588,0.8,1.0,0.7272727270479339,2.441176471,1.0,148.0,-52.0,-13.131313131313131,344.0,False,False,308.90829694323145,276.38427947598257,86.86868686868688,39.36357142857144,0,396.0,27.678548805165914,0,0,0,6,0,6634,0.975588235294118,6,1,1,41.0,1,0.0,0.42857142857142855,0.0244117647058823,1069.3950000000002,1554.080808080808,29.5,1.0853180584865842,5,1544.0
Tags 3,0.897794117647059,2025-2,15,28.154720744680848,28.15472074468085,28.15472074468085,6.749739647783442e-16,32.6,1.0081494731066054e-15,1.8703946384252295e-17,7.1,27.67854880516591,27.67854880516591,25.0,28.0,23.0,3.1547207446808514,3.1547207446808514,3.677408027917051e-15,0,0,77.42010416666666,1.5900097704633351e-15,22.5,86.8,5.515100672047428e-16,64.3,2.6097092304976443e-15,15,1,1,27.420104166666647,27.420104166666647,1.4709632111668204e-14,0,0,0,0,1.0,0.0,50.0,60.0,50.0,573.9314302975381,60.41383476816191,1.1451010852913888,1.1464819729432327,1.1482080825080372,9,1,73.41959086408565,-146.0685697024619,-29.586165231838088,79.71269865243585,67.12648307573545,6,0,0.5103474001999284,11.17647059,720.0,90.0,1.7549019607843135,101.99999999999999,77.00000000000001,6.8,6.2,1.911764705882353,0.2849162011173184,0.547486033519553,1,15,1.9411764705882355,15,0.1911764706,1.625000000425,1.30000000034,1.625000000425,2.632352941,1.0,148.0,-54.49447513812152,-12.413320077020847,384.5055248618785,False,True,344.0,308.90829694323145,87.58667992297914,39.36357142857144,0,439.0,27.678548805165914,0,0,0,7,0,6621,0.973676470588235,7,1,1,43.0,1,0.0,0.4666666666666667,0.0263235294117647,1069.3950000000002,1566.9257038220971,29.5,1.0874490258269145,5,1544.0
Tags 3,0.897794117647059,2025-2,16,28.15472074468085,28.15472074468085,28.15472074468085,1.5813273989799056e-16,32.6,1.5717935348164534e-16,3.228517626001621e-16,7.100000000000001,27.67854880516591,27.67854880516591,22.0,25.0,19.0,6.154720744680851,6.154720744680851,0.0,0,0,77.42010416666665,1.871900716300118e-15,22.5,86.8,2.0567295693817746e-16,64.3,9.139689238489229e-16,16,1,1,27.420104166666647,27.420104166666647,0.0,0,0,0,0,1.0,0.0,50.0,60.0,50.0,635.0166313879649,60.47777441790142,1.0010583610523132,1.1463130156810228,1.147695364810575,10,1,68.95941351309492,-184.98336861203504,-39.52222558209858,77.4410526082884,60.47777441790142,6,0,0.49668728687969355,12.35294118,820.0,100.0,1.7095588235294117,108.8,77.19999999999999,6.8,0.2000000000000001,1.0294117647058825,0.2741935483870967,0.5268817204301075,1,16,1.9411764705882355,16,0.1029411765,0.5384615385822484,0.875000000425,0.70000000034,2.735294118,1.0,148.0,-57.22099447513813,-11.773867175954347,428.7790055248619,False,True,384.5055248618785,344.0,88.22613282404565,39.36357142857144,0,486.0,27.67854880516591,0,0,0,8,0,6614,0.972647058823529,8,1,1,47.0,1,0.0,0.5,0.0273529411764705,1069.3950000000002,1578.3655162221767,29.5,1.0885999395222257,5,1544.0
Tags 3,0.897794117647059,2025-2,17,28.15472074468085,28.15472074468085,28.15472074468085,2.2001058081580336e-16,32.6,1.186892062423421e-15,4.864884510362301e-16,7.100000000000001,27.67854880516591,27.67854880516591,22.0,25.0,19.0,6.154720744680851,6.154720744680851,0.0,0,0,77.42010416666665,6.022236032311191e-16,22.5,86.8,1.263118031787766e-15,64.3,8.71767300245397e-16,17,1,1,27.420104166666647,27.420104166666647,0.0,0,0,0,0,1.0,0.0,50.0,60.0,50.0,704.0121120363361,68.13020439061317,1.1265329295987887,1.1277252081756244,1.291359359792365,11,1,72.32663002336832,-215.9878879636639,-31.869795609386827,76.52305565612349,68.13020439061317,6,0,0.4815236266203284,13.67647059,920.0,100.0,1.6868512110726643,115.6,79.39999999999999,6.8,2.2,1.3235294117647058,0.2615384615384615,0.5025641025641026,1,17,1.9411764705882355,17,0.1323529412,1.2857142855755102,0.6923076923881656,1.125000000425,2.867647059,1.0,148.0,-60.06353591160223,-11.226829142355555,474.93646408839777,False,True,428.7790055248619,384.5055248618785,88.77317085764444,39.36357142857144,0,535.0,27.67854880516591,0,0,0,9,0,6605,0.971323529411765,9,1,1,49.0,1,0.0,0.5294117647058824,0.0286764705882352,1069.3950000000002,1588.1520266432592,29.5,1.0900832702498109,5,1544.0
Tags 3,0.897794117647059,2025-2,18,28.15472074468085,28.15472074468085,28.15472074468085,-1.7647952568228598e-17,32.6,1.1070840286678213e-15,3.542439194105686e-17,7.1000000000000005,27.67854880516591,27.67854880516591,22.0,25.0,19.0,6.154720744680851,6.154720744680851,0.0,0,0,77.42010416666663,1.702138358297548e-15,22.5,86.8,-1.7252547885169917e-16,64.3,1.752434374497493e-15,18,1,1,27.420104166666647,27.420104166666647,1.4622848863937366e-14,0,0,0,0,1.0,0.0,50.0,60.0,50.0,772.8443703591453,68.19215032580694,1.0009092286710106,1.1275572056372176,1.1287505682679193,12,1,68.51314897400138,-257.1556296408547,-41.807849674193065,75.033434015451,61.99286393255176,6,0,0.4700030645999274,15.0,1030.0,110.0,1.642156862745098,122.39999999999999,78.6,6.8,-0.7999999999999998,0.8823529411764706,0.2537313432835821,0.4875621890547263,1,17,1.9411764705882355,17,0.08823529412,0.666666666565926,0.8571428569208164,0.4615384615223668,2.955882353,0.9444444444444444,148.0,-63.022099447513824,-10.754624479097922,522.9779005524862,False,True,474.93646408839777,428.7790055248619,89.24537552090209,39.36357142857144,0,586.0,27.67854880516591,0,0,0,10,0,6599,0.970441176470588,10,1,1,51.0,1,0.0,0.5555555555555556,0.0295588235294117,1069.3950000000002,1596.5997680689381,29.5,1.091074405212911,5,1544.0
Tags 3,0.897794117647059,2025-2,19,28.15472074468085,28.15472074468085,28.15472074468085,-5.782140136194443e-17,32.6,-1.7194294039342074e-16,-5.364148713100298e-16,7.1000000000000005,27.67854880516591,27.67854880516591,22.0,25.0,19.0,6.154720744680851,6.154720744680851,0.0,0,0,77.42010416666663,-1.4353930018144514e-15,22.5,86.8,-1.9829105871501126e-15,64.3,-1.3722342670087318e-15,19,1,1,27.420104166666647,27.420104166666647,1.460026530009149e-14,0,0,0,0,1.0,0.0,50.0,60.0,50.0,841.9296116504854,68.26456310679612,1.0010618932038835,1.0019720873786409,1.1287545509708738,13,1,67.95608421981697,-298.0703883495146,-41.73543689320388,73.85347470618294,62.05869373345102,6,0,0.4592268585745717,16.32352941,1140.0,110.0,1.6099071207430342,129.2,78.8,6.8,0.2000000000000001,1.0294117647058825,0.2451923076923076,0.4711538461538461,1,18,1.9411764705882355,17,0.1029411765,1.1666666669688888,0.7777777778617284,1.0,3.058823529,0.9473684210526315,148.0,-66.2127071823204,-10.329595504262151,574.7872928176796,False,True,522.9779005524862,474.93646408839777,89.67040449573784,39.36357142857144,0,641.0,27.678548805165907,0,0,0,11,0,6592,0.969411764705882,11,1,1,55.0,1,0.0,0.5789473684210527,0.0305882352941176,1069.3950000000002,1604.20353642875,29.5,1.0922330097087378,5,1544.0
Tags 3,0.897794117647059,2025-2,20,28.15472074468085,28.15472074468085,28.15472074468085,-5.442263828874997e-16,32.6,-9.691266599549078e-16,-5.813148627227794e-16,7.1,27.67854880516591,27.67854880516591,22.0,25.0,19.0,6.154720744680851,6.154720744680851,0.0,0,0,77.42010416666662,-4.466182372025889e-16,22.5,86.8,-2.1388666837618357e-15,64.3,-2.5265903670384886e-15,20,1,1,27.420104166666647,27.420104166666647,2.9160058604848984e-14,0,0,0,0,1.0,0.0,50.0,60.0,50.0,918.4757856383786,75.90708972218005,1.1119545232191352,1.1131353001703692,1.1141473946999982,14,1,68.07540586195512,-341.5242143616214,-44.09291027781995,72.89490362209354,63.25590810181671,6,0,0.4473860346335727,17.79411765,1260.0,120.0,1.5661764705882353,136.0,77.0,6.8,-1.7999999999999998,0.7352941176470589,0.2394366197183098,0.460093896713615,1,18,1.9411764705882355,17,0.07352941176,0.7142857140359183,0.8333333332577777,0.5555555554212346,3.132352941,0.9,148.0,-69.51933701657458,-9.959790403520714,628.4806629834254,False,True,574.7872928176796,522.9779005524862,90.04020959647929,39.36357142857144,0,698.0,27.678548805165907,0,0,0,12,0,6587,0.968676470588235,12,1,1,57.0,1,0.0,0.6,0.0313235294117647,1069.3950000000002,1610.8193496810145,29.5,1.0930620919993927,5,1544.0
