held_out_cycle,building_id,review_day,feature,feature_value,shap_value,base_value,model_output
2025-2,Tags 1,7,current_weight_g,129.0,29.495634078979492,0.4922218918800354,35.44908905029297
2025-2,Tags 1,7,current_gap_to_target_g,-41.0,6.2200541496276855,0.4922218918800354,35.44908905029297
2025-2,Tags 1,7,log_beginning_inventory,8.866440619526173,1.0182055234909058,0.4922218918800354,35.44908905029297
2025-2,Tags 1,7,temperature_target_abs_error_mean_c,1.7557211989682433,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 1,7,heat_excess_degree_days,0.0,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 1,7,cold_excess_degree_days,0.15312500000000107,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 1,7,humidity_target_abs_error_mean_pct,18.18495259100733,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 1,7,high_humidity_day_pct,100.0,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 1,7,thi_history_max_c,29.23091274795788,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 1,7,compound_heat_humidity_days,0.0,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 1,7,peer_current_weight_mean_g,120.75,2.9735870361328125,0.4922218918800354,35.44908905029297
2025-2,Tags 1,7,current_weight_vs_peer_g,3.5,-5.346671104431152,0.4922218918800354,35.44908905029297
2025-2,Tags 1,7,log_current_weight_g,4.859812404361672,0.5960431694984436,0.4922218918800354,35.44908905029297
2025-2,Tags 1,7,target_ratio_log,-0.2759860326885897,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 1,7,growth_fraction_2500g,0.0516,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 1,7,gompertz_linear_component,1.0866185189349544,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 2,7,current_weight_g,129.0,29.495634078979492,0.4922218918800354,35.6156120300293
2025-2,Tags 2,7,current_gap_to_target_g,-41.0,6.2200541496276855,0.4922218918800354,35.6156120300293
2025-2,Tags 2,7,log_beginning_inventory,8.866440619526173,1.0182055234909058,0.4922218918800354,35.6156120300293
2025-2,Tags 2,7,temperature_target_abs_error_mean_c,1.7557211989682433,0.0,0.4922218918800354,35.6156120300293
2025-2,Tags 2,7,heat_excess_degree_days,0.0,0.0,0.4922218918800354,35.6156120300293
2025-2,Tags 2,7,cold_excess_degree_days,0.15312500000000107,0.0,0.4922218918800354,35.6156120300293
2025-2,Tags 2,7,humidity_target_abs_error_mean_pct,18.18495259100733,0.0,0.4922218918800354,35.6156120300293
2025-2,Tags 2,7,high_humidity_day_pct,100.0,0.0,0.4922218918800354,35.6156120300293
2025-2,Tags 2,7,thi_history_max_c,29.23091274795788,0.0,0.4922218918800354,35.6156120300293
2025-2,Tags 2,7,compound_heat_humidity_days,0.0,0.0,0.4922218918800354,35.6156120300293
2025-2,Tags 2,7,peer_current_weight_mean_g,120.75,2.9735870361328125,0.4922218918800354,35.6156120300293
2025-2,Tags 2,7,current_weight_vs_peer_g,-5.5,-5.180148124694824,0.4922218918800354,35.6156120300293
2025-2,Tags 2,7,log_current_weight_g,4.859812404361672,0.5960431694984436,0.4922218918800354,35.6156120300293
2025-2,Tags 2,7,target_ratio_log,-0.2759860326885897,0.0,0.4922218918800354,35.6156120300293
2025-2,Tags 2,7,growth_fraction_2500g,0.0516,0.0,0.4922218918800354,35.6156120300293
2025-2,Tags 2,7,gompertz_linear_component,1.0866185189349544,0.0,0.4922218918800354,35.6156120300293
2025-2,Tags 3,7,current_weight_g,129.0,29.495634078979492,0.4922218918800354,35.44908905029297
2025-2,Tags 3,7,current_gap_to_target_g,-41.0,6.2200541496276855,0.4922218918800354,35.44908905029297
2025-2,Tags 3,7,log_beginning_inventory,8.866440619526173,1.0182055234909058,0.4922218918800354,35.44908905029297
2025-2,Tags 3,7,temperature_target_abs_error_mean_c,1.7557211989682433,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 3,7,heat_excess_degree_days,0.0,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 3,7,cold_excess_degree_days,0.15312500000000107,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 3,7,humidity_target_abs_error_mean_pct,18.18495259100733,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 3,7,high_humidity_day_pct,100.0,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 3,7,thi_history_max_c,29.23091274795788,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 3,7,compound_heat_humidity_days,0.0,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 3,7,peer_current_weight_mean_g,120.75,2.9735870361328125,0.4922218918800354,35.44908905029297
2025-2,Tags 3,7,current_weight_vs_peer_g,2.0,-5.346671104431152,0.4922218918800354,35.44908905029297
2025-2,Tags 3,7,log_current_weight_g,4.859812404361672,0.5960431694984436,0.4922218918800354,35.44908905029297
2025-2,Tags 3,7,target_ratio_log,-0.2759860326885897,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 3,7,growth_fraction_2500g,0.0516,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 3,7,gompertz_linear_component,1.0866185189349544,0.0,0.4922218918800354,35.44908905029297
2025-2,Tags 1,14,current_weight_g,338.0,0.31537947058677673,0.7673828601837158,35.23421096801758
2025-2,Tags 1,14,weight_day7_g,129.0,15.43372631072998,0.7673828601837158,35.23421096801758
2025-2,Tags 1,14,current_gap_to_target_g,-42.0,0.22325456142425537,0.7673828601837158,35.23421096801758
2025-2,Tags 1,14,last_interval_adg_g_day,27.0,1.5691194534301758,0.7673828601837158,35.23421096801758
2025-2,Tags 1,14,temperature_target_abs_error_mean_c,2.3284231870118814,0.1552121341228485,0.7673828601837158,35.23421096801758
2025-2,Tags 1,14,heat_excess_degree_days,2.319726882160399,0.16478542983531952,0.7673828601837158,35.23421096801758
2025-2,Tags 1,14,cold_excess_degree_days,0.0,0.0,0.7673828601837158,35.23421096801758
2025-2,Tags 1,14,humidity_target_abs_error_mean_pct,23.569589906027517,1.5155495405197144,0.7673828601837158,35.23421096801758
2025-2,Tags 1,14,compound_heat_humidity_days,0.0,0.0,0.7673828601837158,35.23421096801758
2025-2,Tags 1,14,peer_current_weight_mean_g,315.98400000000004,9.69625186920166,0.7673828601837158,35.23421096801758
2025-2,Tags 1,14,current_weight_vs_peer_g,-6.0,-1.4165512323379517,0.7673828601837158,35.23421096801758
2025-2,Tags 1,14,log_current_weight_g,5.823045895483019,0.0,0.7673828601837158,35.23421096801758
2025-2,Tags 1,14,target_ratio_log,-0.11712535723741269,0.0,0.7673828601837158,35.23421096801758
2025-2,Tags 1,14,growth_fraction_2500g,0.1352,0.0,0.7673828601837158,35.23421096801758
2025-2,Tags 1,14,gompertz_linear_component,0.6936471132594025,0.0,0.7673828601837158,35.23421096801758
2025-2,Tags 1,14,adg_x_days_remaining,567.0,1.0594203472137451,0.7673828601837158,35.23421096801758
2025-2,Tags 1,14,mortality_x_days_remaining,179.11764705882354,5.750672817230225,0.7673828601837158,35.23421096801758
2025-2,Tags 2,14,current_weight_g,344.0,0.31537947058677673,0.7673828601837158,36.47163772583008
2025-2,Tags 2,14,weight_day7_g,129.0,15.43372631072998,0.7673828601837158,36.47163772583008
2025-2,Tags 2,14,current_gap_to_target_g,-36.0,0.22325456142425537,0.7673828601837158,36.47163772583008
2025-2,Tags 2,14,last_interval_adg_g_day,28.714285714285715,1.5691194534301758,0.7673828601837158,36.47163772583008
2025-2,Tags 2,14,temperature_target_abs_error_mean_c,2.3284231870118814,0.1552121341228485,0.7673828601837158,36.47163772583008
2025-2,Tags 2,14,heat_excess_degree_days,2.319726882160399,0.16478542983531952,0.7673828601837158,36.47163772583008
2025-2,Tags 2,14,cold_excess_degree_days,0.0,0.0,0.7673828601837158,36.47163772583008
2025-2,Tags 2,14,humidity_target_abs_error_mean_pct,23.569589906027517,1.5155495405197144,0.7673828601837158,36.47163772583008
2025-2,Tags 2,14,compound_heat_humidity_days,0.0,0.0,0.7673828601837158,36.47163772583008
2025-2,Tags 2,14,peer_current_weight_mean_g,315.98400000000004,9.69625186920166,0.7673828601837158,36.47163772583008
2025-2,Tags 2,14,current_weight_vs_peer_g,3.0,-0.17911966145038605,0.7673828601837158,36.47163772583008
2025-2,Tags 2,14,log_current_weight_g,5.840641657373398,0.0,0.7673828601837158,36.47163772583008
2025-2,Tags 2,14,target_ratio_log,-0.09952959534703305,0.0,0.7673828601837158,36.47163772583008
2025-2,Tags 2,14,growth_fraction_2500g,0.1376,0.0,0.7673828601837158,36.47163772583008
2025-2,Tags 2,14,gompertz_linear_component,0.6848147387270904,0.0,0.7673828601837158,36.47163772583008
2025-2,Tags 2,14,adg_x_days_remaining,603.0,1.0594203472137451,0.7673828601837158,36.47163772583008
2025-2,Tags 2,14,mortality_x_days_remaining,194.55882352941174,5.750672817230225,0.7673828601837158,36.47163772583008
2025-2,Tags 3,14,current_weight_g,344.0,0.31537947058677673,0.7673828601837158,25.776830673217773
2025-2,Tags 3,14,weight_day7_g,129.0,15.43372631072998,0.7673828601837158,25.776830673217773
2025-2,Tags 3,14,current_gap_to_target_g,-36.0,0.22325456142425537,0.7673828601837158,25.776830673217773
2025-2,Tags 3,14,last_interval_adg_g_day,28.0,1.5691194534301758,0.7673828601837158,25.776830673217773
2025-2,Tags 3,14,temperature_target_abs_error_mean_c,2.3284231870118814,0.1552121341228485,0.7673828601837158,25.776830673217773
2025-2,Tags 3,14,heat_excess_degree_days,2.319726882160399,0.16478542983531952,0.7673828601837158,25.776830673217773
2025-2,Tags 3,14,cold_excess_degree_days,0.0,0.0,0.7673828601837158,25.776830673217773
2025-2,Tags 3,14,humidity_target_abs_error_mean_pct,23.569589906027517,1.5155495405197144,0.7673828601837158,25.776830673217773
2025-2,Tags 3,14,compound_heat_humidity_days,0.0,0.0,0.7673828601837158,25.776830673217773
2025-2,Tags 3,14,peer_current_weight_mean_g,315.98400000000004,9.69625186920166,0.7673828601837158,25.776830673217773
2025-2,Tags 3,14,current_weight_vs_peer_g,3.0,-0.17911966145038605,0.7673828601837158,25.776830673217773
2025-2,Tags 3,14,log_current_weight_g,5.840641657373398,0.0,0.7673828601837158,25.776830673217773
